UNIQUE_ID,Long,Lat,DATE,MOVE_CLASS_x,maxdewpti,maxhumidity,maxtempi,maxwspdi,meandewpti,meantempi,meanwdird,meanwindspdi,mindewpti,minhumidity,mintempi,minwspdi,precipi,MAP_UNIT_L,MAP_UNIT_N,GEO_GENL_U,AGE_NAME,TERRANE_GR,FORMATION,MEMBER,G_ROCK_TYP,nlcd_2006_,Slope
LS_1050,-121.5639535,45.64971825,6/18/09 0:00,Fill Failure,54,68,64,14,54,,230,14,54,68,64,14,0,Htu,Upper terrace deposits,sediments,Recent,Quaternary surficial deposits,Terrace deposits,Upper member,mixed grained sediments,41,16.14903
LS_1051,-121.5656032,45.64925734,6/18/09 0:00,Landslide,54,68,64,14,54,,230,14,54,68,64,14,0,Htu,Upper terrace deposits,sediments,Recent,Quaternary surficial deposits,Terrace deposits,Upper member,mixed grained sediments,41,10.26205
LS_1052,-121.6031543,45.62521504,6/18/09 0:00,Fill Failure,54,68,64,14,54,,230,14,54,68,64,14,0,Qaf,Alluvial fan deposits,sediments,Quaternary,Quaternary sedimentary deposits,Alluvial fan deposits,no data,mixed grained sediments,41,4.62077
LS_1055,-121.6274671,45.6046523,6/18/09 0:00,Fill Failure,54,68,64,14,54,,230,14,54,68,64,14,0,Htu,Upper terrace deposits,sediments,Recent,Quaternary surficial deposits,Terrace deposits,Upper member,mixed grained sediments,71,6.12775
LS_1056,-121.6276517,45.60410591,6/18/09 0:00,Fill Failure,54,68,64,14,54,,230,14,54,68,64,14,0,Htu,Upper terrace deposits,sediments,Recent,Quaternary surficial deposits,Terrace deposits,Upper member,mixed grained sediments,22,3.89902
LS_1061,-123.7553682,45.09066905,11/4/10 0:00,Fill Failure,53,100,69,7,47,55,322,1,40,51,40,0,0,Ty,Yamhill Formation,marine sedimentary rocks,Eocene,Elkton-Yamhill Group,Yamhill Formation,No data,slope mudstone,82,13.21493
LS_1062,-123.7487274,45.09303211,11/4/10 0:00,Fill Failure,53,100,69,7,47,55,322,1,40,51,40,0,0,Tn,Nestucca Formation,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,slope mudstone,82,8.25133
LS_1063,-123.7472384,45.09383695,11/4/10 0:00,Fill Failure,53,100,69,7,47,55,322,1,40,51,40,0,0,Tn,Nestucca Formation,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,slope mudstone,82,7.66845
LS_1064,-123.7462202,45.09476819,11/4/10 0:00,Fill Failure,53,100,69,7,47,55,322,1,40,51,40,0,0,Tn,Nestucca Formation,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,slope mudstone,82,6.79868
LS_1065,-123.7421223,45.10186381,11/4/10 0:00,Fill Failure,53,100,69,7,47,55,322,1,40,51,40,0,0,Tn,Nestucca Formation,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,slope mudstone,82,13.80033
LS_1066,-123.7423819,45.10325586,11/4/10 0:00,Fill Failure,53,100,69,7,47,55,322,1,40,51,40,0,0,Tn,Nestucca Formation,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,slope mudstone,82,12.71097
LS_1067,-123.7427635,45.10428624,11/4/10 0:00,Fill Failure,53,100,69,7,47,55,322,1,40,51,40,0,0,Tn,Nestucca Formation,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,slope mudstone,90,5.22232
LS_1068,-123.7426928,45.10567137,11/4/10 0:00,Fill Failure,53,100,69,7,47,55,322,1,40,51,40,0,0,Tn,Nestucca Formation,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,slope mudstone,82,5.38211
LS_1069,-123.7217432,45.10881451,11/4/10 0:00,Fill Failure,53,100,69,7,47,55,322,1,40,51,40,0,0,Tn,Nestucca Formation,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,slope mudstone,82,15.0745
LS_1070,-123.7206426,45.10843961,11/4/10 0:00,Fill Failure,53,100,69,7,47,55,322,1,40,51,40,0,0,Tn,Nestucca Formation,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,slope mudstone,90,13.94305
LS_1071,-123.7047543,45.10334681,11/4/10 0:00,Fill Failure,53,100,69,7,47,55,322,1,40,51,40,0,0,Tn,Nestucca Formation,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,slope mudstone,82,2.61659
LS_1072,-123.6982972,45.10037644,11/4/10 0:00,Landslide,53,100,69,7,47,55,322,1,40,51,40,0,0,Tn,Nestucca Formation,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,slope mudstone,82,13.9651
LS_1073,-123.6975438,45.09987594,11/4/10 0:00,Fill Failure,53,100,69,7,47,55,322,1,40,51,40,0,0,Tn,Nestucca Formation,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,slope mudstone,82,22.32273
LS_1074,-123.6864322,45.0945379,11/4/10 0:00,Fill Failure,53,100,69,7,47,55,322,1,40,51,40,0,0,Tn,Nestucca Formation,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,slope mudstone,82,9.83926
LS_1075,-123.6354057,45.08166274,11/4/10 0:00,Fill Failure,53,100,69,7,47,55,322,1,40,51,40,0,0,Qs,Quaternary sediments,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,mixed grained sediments,82,12.66531
LS_1078,-123.5753239,45.0674331,11/4/10 0:00,Fill Failure,53,100,69,7,47,55,322,1,40,51,40,0,0,Tid,Diabase intrusive rocks,intrusive rocks,Eocene,Coastal Intrusives Group,Diabase of Lee's Falls,No data,basanite,21,21.79431
LS_1079,-123.5758969,45.06688899,11/4/10 0:00,Fill Failure,53,100,69,7,47,55,322,1,40,51,40,0,0,Ty,Yamhill Formation,marine sedimentary rocks,Eocene,Elkton-Yamhill Group,Yamhill Formation,No data,slope mudstone,82,14.88904
LS_1080,-123.5757513,45.06636853,11/4/10 0:00,Fill Failure,53,100,69,7,47,55,322,1,40,51,40,0,0,Ty,Yamhill Formation,marine sedimentary rocks,Eocene,Elkton-Yamhill Group,Yamhill Formation,No data,slope mudstone,82,7.66845
LS_1081,-123.5729738,45.06337907,11/4/10 0:00,Fill Failure,53,100,69,7,47,55,322,1,40,51,40,0,0,Qal,Alluvium,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,mixed grained sediments,82,0
LS_1082,-123.9535349,45.15552223,9/15/10 0:00,Fill Failure,63,100,64,8,57,60,220,1,55,83,55,0,0.33,Tcsbm,Mudstone and siltstone of Cannery Hill,marine sedimentary rocks,Eocene,Yachats-Tillamook Group,Basalt of Cannery Hill,No data,fine grained sediments,43,2.61659
LS_1083,-123.9565491,45.15142471,9/15/10 0:00,Fill Failure,63,100,64,8,57,60,220,1,55,83,55,0,0.33,Qal,Alluvial Deposits,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,mixed grained sediments,21,7.69266
LS_1084,-123.9574476,45.15020319,9/15/10 0:00,Fill Failure,63,100,64,8,57,60,220,1,55,83,55,0,0.33,Tcsbm,Mudstone and siltstone of Cannery Hill,marine sedimentary rocks,Eocene,Yachats-Tillamook Group,Basalt of Cannery Hill,No data,fine grained sediments,82,2.84266
LS_1085,-123.9587097,45.14916579,9/15/10 0:00,Fill Failure,63,100,64,8,57,60,220,1,55,83,55,0,0.33,Tcsbm,Mudstone and siltstone of Cannery Hill,marine sedimentary rocks,Eocene,Yachats-Tillamook Group,Basalt of Cannery Hill,No data,fine grained sediments,82,10.82721
LS_1086,-123.9614646,45.14794124,9/15/10 0:00,Fill Failure,63,100,64,8,57,60,220,1,55,83,55,0,0.33,Qds,Dune sand,sediments,Quaternary,Quaternary surficial deposits,Eolian deposits,No data,fine grained sediments,82,2.77507
LS_1087,-123.9307869,45.16812369,9/15/10 0:00,Fill Failure,63,100,64,8,57,60,220,1,55,83,55,0,0.33,Qal,Alluvial Deposits,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,mixed grained sediments,82,0
LS_1088,-123.9687452,45.14450623,9/15/10 0:00,Fill Failure,63,100,64,8,57,60,220,1,55,83,55,0,0.33,Talbs,Basaltic sandstone member of the Alsea Formation,marine sedimentary rocks,Eocene/Oligocene,Keasey-Alsea Group,Alsea Formation,No data,basaltic sandstone,43,9.66551
LS_1089,-123.968491,45.11789402,9/15/10 0:00,Fill Failure,63,100,64,8,57,60,220,1,55,83,55,0,0.33,Tcsbc,Conglomerate and sandstone of Cannery Hill,marine sedimentary rocks,Eocene,Yachats-Tillamook Group,Basalt of Cannery Hill,No data,mixed lithologies,90,12.14645
LS_1090,-123.9599901,45.08347235,9/15/10 0:00,Fill Failure,63,100,64,8,57,60,220,1,55,83,55,0,0.33,Tchb,Basalt of Cascade Head,volcanic rocks,Eocene,Yachats-Tillamook Group,Basalt of Cascade Head,No data,basalt,82,12.74947
LS_1091,-123.9579567,45.0830458,9/15/10 0:00,Fill Failure,63,100,64,8,57,60,220,1,55,83,55,0,0.33,Tchb,Basalt of Cascade Head,volcanic rocks,Eocene,Yachats-Tillamook Group,Basalt of Cascade Head,No data,basalt,82,16.47702
LS_1093,-123.9481722,45.07671677,9/15/10 0:00,Fill Failure,63,100,64,8,57,60,220,1,55,83,55,0,0.33,Tchb,Basalt of Cascade Head,volcanic rocks,Eocene,Yachats-Tillamook Group,Basalt of Cascade Head,No data,basalt,90,20.83512
LS_1094,-123.9468803,45.07577266,9/15/10 0:00,Fill Failure,63,100,64,8,57,60,220,1,55,83,55,0,0.33,Tchb,Basalt of Cascade Head,volcanic rocks,Eocene,Yachats-Tillamook Group,Basalt of Cascade Head,No data,basalt,90,10.52066
LS_1095,-123.9545364,45.05390557,9/15/10 0:00,Fill Failure,63,100,64,8,57,60,220,1,55,83,55,0,0.33,Qls,Landslide debris,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,mixed grained sediments,82,7.14026
LS_1096,-123.9488931,45.06437567,9/15/10 0:00,Fill Failure,63,100,64,8,57,60,220,1,55,83,55,0,0.33,Tn,Nestucca Formation,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,slope mudstone,90,14.69785
LS_1097,-123.9538123,45.05100224,9/15/10 0:00,Fill Failure,63,100,64,8,57,60,220,1,55,83,55,0,0.33,Qls,Landslide debris,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,mixed grained sediments,82,8.53249
LS_1098,-123.9541092,45.04769043,9/15/10 0:00,Fill Failure,63,100,64,8,57,60,220,1,55,83,55,0,0.33,Tn,Nestucca Formation,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,slope mudstone,82,17.03376
LS_1099,-123.9536309,45.04396365,9/15/10 0:00,Landslide,63,100,64,8,57,60,220,1,55,83,55,0,0.33,Tn,Nestucca Formation,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,slope mudstone,11,16.78353
LS_1100,-123.9637843,45.0260306,9/15/10 0:00,Fill Failure,57,100,64,24,54,58,199,7,52,73,51,0,0.23,Qal,Alluvial Deposits,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,mixed grained sediments,82,0
LS_1101,-122.6582908,45.32329908,5/11/09 0:00,Landslide,48,86,63,17,44,54,216,10,40,46,45,5,0.04,Qalc,Floodplain deposits of the Willamette River and major tributaries,sediments,Recent,Quaternary surficial deposits,Alluvial deposits,No data,mixed grained sediments,41,4.61871
LS_1102,-122.6583441,45.322775,5/11/09 0:00,Fill Failure,48,86,63,17,44,54,216,10,40,46,45,5,0.04,Qalc,Floodplain deposits of the Willamette River and major tributaries,sediments,Recent,Quaternary surficial deposits,Alluvial deposits,No data,mixed grained sediments,42,4.61871
LS_1104,-122.6585999,45.3218993,5/11/09 0:00,Fill Failure,48,86,63,17,44,54,216,10,40,46,45,5,0.04,Qalc,Floodplain deposits of the Willamette River and major tributaries,sediments,Recent,Quaternary surficial deposits,Alluvial deposits,No data,mixed grained sediments,43,8.58109
LS_1106,-122.6584868,45.3176031,5/11/09 0:00,Fill Failure,48,86,63,17,44,54,216,10,40,46,45,5,0.04,Tcr,Columbia River Basalt Group,volcanic rocks,Miocene,Columbia River Basalt Group,No data,No data,basalt,52,9.03666
LS_1109,-122.6606937,45.31203583,5/11/09 0:00,Fill Failure,48,86,63,17,44,54,216,10,40,46,45,5,0.04,Tcr,Columbia River Basalt Group,volcanic rocks,Miocene,Columbia River Basalt Group,No data,No data,basalt,81,12.06868
LS_1110,-122.6603522,45.31261546,5/11/09 0:00,Fill Failure,48,86,63,17,44,54,216,10,40,46,45,5,0.04,Tcr,Columbia River Basalt Group,volcanic rocks,Miocene,Columbia River Basalt Group,No data,No data,basalt,81,9.76453
LS_1112,-122.6626283,45.30282671,5/13/09 0:00,Fill Failure,51,96,53,17,44,46,190,6,37,76,38,0,0.63,Qalc,Floodplain deposits of the Willamette River and major tributaries,sediments,Recent,Quaternary surficial deposits,Alluvial deposits,No data,mixed grained sediments,42,8.36278
LS_1113,-122.661853,45.3013034,5/13/09 0:00,Fill Failure,51,96,53,17,44,46,190,6,37,76,38,0,0.63,Qalc,Floodplain deposits of the Willamette River and major tributaries,sediments,Recent,Quaternary surficial deposits,Alluvial deposits,No data,mixed grained sediments,41,7.66845
LS_1116,-122.657036,45.29622719,5/13/09 0:00,Landslide,51,96,53,17,44,46,190,6,37,76,38,0,0.63,Qff2,Main body of fine-grained Missoula Flood deposits,sediments,Quaternary,Quaternary surficial deposits,Missoula Flood deposits,No data,fine grained sediments,81,13.67525
LS_1117,-122.6559109,45.29307956,5/13/09 0:00,Fill Failure,51,96,53,17,44,46,190,6,37,76,38,0,0.63,Qff2,Main body of fine-grained Missoula Flood deposits,sediments,Quaternary,Quaternary surficial deposits,Missoula Flood deposits,No data,fine grained sediments,41,2.06914
LS_1118,-122.5037173,45.40784703,5/13/09 0:00,Fill Failure,51,93,55,17,43,47,102,8,37,59,38,0,0.53,Qff,"Catastrophic flood deposits, fine grained facies",sediments,Quaternary,Quaternary surficial deposits,Missoula Flood deposits,No data,fine grained sediments,82,0
LS_1119,-122.486576,45.3966126,5/13/09 0:00,Landslide,51,93,55,17,43,47,102,8,37,59,38,0,0.53,Ttm,Troutdale Formation mudstone and siltstone,terrestrial sedimentary rocks,Miocene/Pleistocene,Willamette Group,Troutdale Formation,Sandy River Mudstone,mudstone,11,4.92516
LS_1120,-122.4897521,45.39553221,5/13/09 0:00,Landslide,51,93,55,17,43,47,102,8,37,59,38,0,0.53,QTvcs,Volcanic sandstone and conglomerate,volcaniclastic rocks,Pliocene/Pleistocene,Boring Volcanic Field,Portland Basin Volcanoes,Basalt of Carver,basalt,11,6.18596
LS_1121,-122.4850984,45.39676657,5/13/09 0:00,Landslide,51,93,55,17,43,47,102,8,37,59,38,0,0.53,Ttm,Troutdale Formation mudstone and siltstone,terrestrial sedimentary rocks,Miocene/Pleistocene,Willamette Group,Troutdale Formation,Sandy River Mudstone,mudstone,90,4.61871
LS_1126,-122.2260791,45.2092862,5/21/09 0:00,Fill Failure,47,96,74,10,44,57,280,4,40,35,40,0,0,water,no data,no data,no data,no data,no data,no data,no data,81,16.98906
LS_1127,-122.221777,45.20025688,5/21/09 0:00,Fill Failure,47,96,74,10,44,57,280,4,40,35,40,0,0,Typv,Prineville Geochemical Type,volcanic rocks,Miocene,Columbia River Basalt Group,Prineville Basalt,No data,basalt,81,25.22344
LS_1137,-122.2260712,45.20702586,5/21/09 0:00,Fill Failure,47,96,74,10,44,57,280,4,40,35,40,0,0,water,no data,no data,no data,no data,no data,no data,no data,43,18.03789
LS_1149,-122.0948352,45.14808738,6/10/09 0:00,Fill Failure,56,84,69,10,53,63,195,3,51,57,57,0,0.05,Tygr1,"Grande Ronde Basalt,  Middle Low MgO Geochemical Type",volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Reversed magnetostratigraphic unit 2,basalt,41,42.6617
LS_1150,-122.0942726,45.14763214,6/10/09 0:00,Fill Failure,56,84,69,10,53,63,195,3,51,57,57,0,0.05,Tygr1,"Grande Ronde Basalt,  Middle Low MgO Geochemical Type",volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Reversed magnetostratigraphic unit 2,basalt,42,22.86903
LS_1156,-122.0722131,45.12310477,6/10/09 0:00,Landslide,56,84,69,10,53,63,195,3,51,57,57,0,0.05,Tlb,Little Butte Volcanic Series,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,mixed lithologies,41,18.81024
LS_1157,-122.0721305,45.12313979,6/10/09 0:00,Fill Failure,56,84,69,10,53,63,195,3,51,57,57,0,0.05,Tlb,Little Butte Volcanic Series,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,mixed lithologies,41,18.81024
LS_1158,-122.0725762,45.12360223,6/10/09 0:00,Fill Failure,56,84,69,10,53,63,195,3,51,57,57,0,0.05,Tlb,Little Butte Volcanic Series,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,mixed lithologies,21,20.58125
LS_1159,-122.0717153,45.12268697,6/10/09 0:00,Fill Failure,56,84,69,10,53,63,195,3,51,57,57,0,0.05,Tlb,Little Butte Volcanic Series,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,mixed lithologies,43,17.20379
LS_1160,-122.0715532,45.12204162,6/10/09 0:00,Fill Failure,56,84,69,10,53,63,195,3,51,57,57,0,0.05,Tlb,Little Butte Volcanic Series,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,mixed lithologies,41,16.14218
LS_1161,-122.0717784,45.12141999,6/10/09 0:00,Fill Failure,56,84,69,10,53,63,195,3,51,57,57,0,0.05,Tlb,Little Butte Volcanic Series,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,mixed lithologies,41,16.1977
LS_1162,-122.0733945,45.12050152,6/10/09 0:00,Fill Failure,56,84,69,10,53,63,195,3,51,57,57,0,0.05,Tlb,Little Butte Volcanic Series,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,mixed lithologies,41,28.55523
LS_1163,-122.0704275,45.11036822,6/10/09 0:00,Fill Failure,56,84,69,10,53,63,195,3,51,57,57,0,0.05,Qls,Landslide deposits,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,mixed grained sediments,71,18.46066
LS_1164,-122.0648482,45.08911045,6/10/09 0:00,Fill Failure,56,84,69,10,53,63,195,3,51,57,57,0,0.05,Qls,Landslide deposits,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,mixed grained sediments,81,10.01889
LS_1165,-122.2695833,45.24506594,6/10/09 0:00,Fill Failure,57,86,69,8,54,64,208,2,51,59,58,0,0.03,Ta2,Tertiary andesitic rocks,volcanic rocks,Miocene,Late Western Cascade Volcanics,Rhododendron Formation,No data,andesite,81,16.14748
LS_1168,-121.6263446,45.58866023,6/18/09 0:00,Fill Failure,54,68,64,14,54,,230,14,54,68,64,14,0,Tgo,Member Of Ortley,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Member Of Ortley,basaltic andesite,41,22.64222
LS_1175,-123.9442902,43.01337393,3/16/10 0:00,Landslide,45,89,56,18,42,50,181,9,39,59,43,4,0.08,Twbc,"White Tail Ridge Formation, Berry Creek member",marine sedimentary rocks,Eocene,Umpqua Group,White Tail Ridge Formation,Berry Creek member,deltaic sandstone,0,18.73042
LS_1195,-120.5561587,44.34365921,6/22/09 0:00,Fill Failure,39,85,70,15,31,51,339,6,26,20,31,0,0,Tc,"lava flows, mudflows, and tuffs, chiefly of basaltic and andesitic composition",volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,mixed lithologies,90,14.11315
LS_1220,-123.2442565,46.02816647,8/23/10 0:00,Fill Failure,52,93,78,13,47,62,343,2,43,32,46,0,0,Ts1,Scappoose Formation,marine sedimentary rocks,Oligocene/Miocene,Astoria Group,Scappoose Formation,No data,shelf sandstone,81,23.41642
LS_1221,-123.2439219,46.02760952,8/23/10 0:00,Fill Failure,52,93,78,13,47,62,343,2,43,32,46,0,0,Ts1,Scappoose Formation,marine sedimentary rocks,Oligocene/Miocene,Astoria Group,Scappoose Formation,No data,shelf sandstone,22,19.51222
LS_1222,-123.243436,46.0269785,8/23/10 0:00,Fill Failure,52,93,78,13,47,62,343,2,43,32,46,0,0,Tpb,"Pittsburg Bluff Formation, East Fork Member",marine sedimentary rocks,Oligocene,Yaquina-Pittsburg Bluff Group,Pittsburg Bluff Formation,No data,tuffaceous sedimentary rocks,82,24.84809
LS_1223,-123.2433038,46.02649737,8/23/10 0:00,Fill Failure,52,93,78,13,47,62,343,2,43,32,46,0,0,Tpb,"Pittsburg Bluff Formation, East Fork Member",marine sedimentary rocks,Oligocene,Yaquina-Pittsburg Bluff Group,Pittsburg Bluff Formation,No data,tuffaceous sedimentary rocks,81,26.72686
LS_1224,-123.2427176,46.02605983,8/23/10 0:00,Fill Failure,52,93,78,13,47,62,343,2,43,32,46,0,0,Tpb,"Pittsburg Bluff Formation, East Fork Member",marine sedimentary rocks,Oligocene,Yaquina-Pittsburg Bluff Group,Pittsburg Bluff Formation,No data,tuffaceous sedimentary rocks,81,15.20044
LS_1225,-123.2428132,46.02563128,8/23/10 0:00,Fill Failure,52,93,78,13,47,62,343,2,43,32,46,0,0,Tpb,"Pittsburg Bluff Formation, East Fork Member",marine sedimentary rocks,Oligocene,Yaquina-Pittsburg Bluff Group,Pittsburg Bluff Formation,No data,tuffaceous sedimentary rocks,81,11.58978
LS_1227,-123.242133,46.02505224,8/23/10 0:00,Fill Failure,52,93,78,13,47,62,343,2,43,32,46,0,0,Tpb,"Pittsburg Bluff Formation, East Fork Member",marine sedimentary rocks,Oligocene,Yaquina-Pittsburg Bluff Group,Pittsburg Bluff Formation,No data,tuffaceous sedimentary rocks,81,18.48527
LS_1228,-123.2414617,46.0245502,8/23/10 0:00,Debris Flow,52,93,78,13,47,62,343,2,43,32,46,0,0,Tpb,"Pittsburg Bluff Formation, East Fork Member",marine sedimentary rocks,Oligocene,Yaquina-Pittsburg Bluff Group,Pittsburg Bluff Formation,No data,tuffaceous sedimentary rocks,81,16.40709
LS_1229,-123.2413806,46.02401769,8/23/10 0:00,Fill Failure,52,93,78,13,47,62,343,2,43,32,46,0,0,Tpb,"Pittsburg Bluff Formation, East Fork Member",marine sedimentary rocks,Oligocene,Yaquina-Pittsburg Bluff Group,Pittsburg Bluff Formation,No data,tuffaceous sedimentary rocks,81,25.61567
LS_1232,-123.933534,44.85901995,11/29/10 0:00,Landslide,39,100,46,16,37,42,131,8,36,71,37,5,0.03,Qal,Alluvial Deposits,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,mixed grained sediments,82,12.36924
LS_1233,-123.9412388,44.85799951,11/29/10 0:00,Fill Failure,39,100,46,16,37,42,131,8,36,71,37,5,0.03,Qal,Alluvial Deposits,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,mixed grained sediments,11,8.75686
LS_1236,-122.8678042,45.96531715,7/27/10 0:00,Fill Failure,55,88,73,12,53,64,297,5,52,53,55,0,0,Tgvt,"Goble Volcanics, tuff",volcaniclastic rocks,Eocene,Goble Group,Goble Volcanics,No data,tuff,41,8.75686
